article_name,country,revision_id,population,article_quality
Đỗ Quang Giai,Vietnam,767884607,94.7,B
Tran Minh Tiet,Vietnam,768251865,94.7,C
Lê Khả Phiêu,Vietnam,769536404,94.7,Start
Hong Vo,Vietnam,773840307,94.7,C
Hồ Đức Hoà,Vietnam,774308742,94.7,Start
Trần Cao,Vietnam,774434922,94.7,Start
Philippe Vannier,Vietnam,774847910,94.7,Start
Nguyễn Văn Xuân,Vietnam,777582892,94.7,Stub
Tôn Thất Thiện,Vietnam,777586428,94.7,C
Nguyễn Văn Tâm,Vietnam,777697190,94.7,Start
Nguyễn Văn Bình (politician),Vietnam,778823367,94.7,Stub
Dương Quỳnh Hoa,Vietnam,779571900,94.7,C
Hoàng Thị Tuân,Vietnam,779572057,94.7,Stub
Đặng Thị Ngọc Thịnh,Vietnam,779572097,94.7,Stub
Trần Thị Hoa Ry,Vietnam,779572210,94.7,Stub
Nguyễn Thị Thập,Vietnam,779572234,94.7,Start
Phạm Hùng,Vietnam,780946558,94.7,Start
Nguyễn Văn Hưng,Vietnam,780961961,94.7,Stub
Thadeus Nguyễn Văn Lý,Vietnam,781657366,94.7,C
Jean-Marie Dayot,Vietnam,784045078,94.7,Start
Trần Đức Lương,Vietnam,784791114,94.7,Stub
Vũ Văn Ninh,Vietnam,785061555,94.7,Stub
Hoàng Văn Hoan,Vietnam,785659532,94.7,Start
Lê Trọng Tấn,Vietnam,786300669,94.7,GA
Trần Độ,Vietnam,787044208,94.7,Start
Peter Nguyen Van Hung,Vietnam,787358164,94.7,Start
Nguyễn Thị Bình,Vietnam,787378099,94.7,Start
Nguyễn Tiến Hưng,Vietnam,787378130,94.7,C
Kiem Do,Vietnam,787432564,94.7,Start
Pierre Pigneau de Behaine,Vietnam,787530339,94.7,FA
Nguyễn Thị Doan,Vietnam,788246440,94.7,Start
Nguyễn Sinh Hùng,Vietnam,788247538,94.7,Start
Nguyễn Văn Đài,Vietnam,788666652,94.7,C
Trình Minh Thế,Vietnam,788824539,94.7,C
Phạm Hồng Thái,Vietnam,788966732,94.7,Stub
Nguyễn Đan Quế,Vietnam,789295541,94.7,C
Nguyễn An Ninh,Vietnam,790190293,94.7,Start
Đào Duy Từ,Vietnam,790399767,94.7,C
Nguyễn Văn Hải,Vietnam,790437893,94.7,C
Phan Thanh Hải,Vietnam,790439621,94.7,Start
Tạ Phong Tần,Vietnam,790445631,94.7,GA
Vũ Đức Đam,Vietnam,791001670,94.7,Start
List of heads of state of Vietnam,Vietnam,791392764,94.7,Start
Phạm Bình Minh,Vietnam,791658947,94.7,C
Đăng Văn Quang,Vietnam,792775189,94.7,Start
Nguyễn Cơ Thạch,Vietnam,794079027,94.7,Stub
Nguyễn Minh Thuyết,Vietnam,794507987,94.7,Start
Nguyễn Bá Thanh,Vietnam,794724249,94.7,C
Nguyễn Văn An,Vietnam,795433758,94.7,Stub
Lê Hồng Anh,Vietnam,795735090,94.7,Start
Cù Huy Hà Vũ,Vietnam,795772651,94.7,GA
Bùi Tiến Dũng (politician),Vietnam,796124536,94.7,Stub
Nguyễn Biểu,Vietnam,796604721,94.7,Stub
Bùi Đình Dĩnh,Vietnam,796676699,94.7,Stub
Nguyễn Hữu Thọ,Vietnam,796770604,94.7,Start
Nguyễn Chí Thanh,Vietnam,796830928,94.7,Start
Mother Mushroom,Vietnam,797317473,94.7,C
Tô Lâm,Vietnam,797951465,94.7,C
Hồ Văn Nhựt,Vietnam,798265985,94.7,C
Nguyễn Huy Cận,Vietnam,798479738,94.7,Stub
Bà Huyện Thanh Quan,Vietnam,798485655,94.7,Stub
Nguyễn Thị Bích,Vietnam,798485656,94.7,Stub
2013 conviction of 14 Vietnamese dissidents,Vietnam,799051693,94.7,B
Nguyen Quoc Quan,Vietnam,799268371,94.7,GA
Nguyễn Hợp Đoàn,Vietnam,799268410,94.7,Start
Nguyễn Sinh Sắc,Vietnam,799428811,94.7,Start
Phạm Minh Hoàng,Vietnam,799524234,94.7,C
Phạm Văn Đồng (ARVN general),Vietnam,799524257,94.7,B
Charles Tran Van Lam,Vietnam,799655886,94.7,C
Huỳnh Tấn Phát,Vietnam,799984422,94.7,Start
Hoàng Cao Khải,Vietnam,800953685,94.7,Stub
Châu Văn Tiếp,Vietnam,801064878,94.7,C
Văn Tiến Dũng,Vietnam,801139086,94.7,C
Nguyễn Văn Lộc,Vietnam,801242990,94.7,Stub
Đoàn Văn Toại,Vietnam,801344333,94.7,Start
Lê Văn Hoạch,Vietnam,801708337,94.7,Stub
Phạm Văn Trà,Vietnam,801720592,94.7,Stub
Ngô Xuân Lịch,Vietnam,801735299,94.7,C
Nguyễn Văn Lực,Vietnam,801840625,94.7,Stub
Trần Văn Khiêm,Vietnam,801965373,94.7,Start
Đinh La Thăng,Vietnam,802000460,94.7,Start
Nguyễn Tôn Hoàn,Vietnam,802024357,94.7,C
Hoang Van Chi,Vietnam,802101558,94.7,C
Phan Huy Quát,Vietnam,802135125,94.7,C
Olivier de Puymanel,Vietnam,802870152,94.7,B
Shi Xie,Vietnam,802917705,94.7,GA
Trần Trọng Kim,Vietnam,803307184,94.7,B
Nguyễn Minh Triết,Vietnam,803328707,94.7,Start
Tôn Thất Đính,Vietnam,803336359,94.7,FA
Trần Ngọc Châu,Vietnam,803336424,94.7,FA
Phạm Văn Đồng,Vietnam,803972261,94.7,C
Phan Thanh Liêm,Vietnam,804050234,94.7,Stub
Bùi Tín,Vietnam,804051406,94.7,C
Ngô Đình Nhu,Vietnam,804192861,94.7,B
List of Presidents of Vietnam,Vietnam,804340275,94.7,C
Vice President of Vietnam,Vietnam,804632891,94.7,B
Dương Thu Hương,Vietnam,804892514,94.7,C
Trường Chinh,Vietnam,804983292,94.7,C
Trương Hòa Bình,Vietnam,805194962,94.7,Stub
Trương Mỹ Hoa,Vietnam,805195152,94.7,Stub
Nguyễn Thị Định,Vietnam,805195302,94.7,Start
Võ Chí Công,Vietnam,805201403,94.7,Start
Hoàng Trung Hải,Vietnam,805203054,94.7,Stub
Tòng Thị Phóng,Vietnam,805203648,94.7,Stub
Vương Đình Huệ,Vietnam,805203727,94.7,Stub
Phùng Quang Thanh,Vietnam,805203886,94.7,C
Phan Khắc Sửu,Vietnam,805392149,94.7,Stub
Leaders of South Vietnam,Vietnam,805408098,94.7,C
Nguyễn Nhạc,Vietnam,805486733,94.7,Stub
Võ Văn Kiệt,Vietnam,805660074,94.7,C
Đỗ Mười,Vietnam,805677158,94.7,FA
Hanoi Hannah,Vietnam,805713074,94.7,C
Le Quoc Quan,Vietnam,805714311,94.7,C
Trần Thị Nga,Vietnam,805714354,94.7,C
Hoàng Văn Thái,Vietnam,805719887,94.7,C
Nguyễn Chí Thiện,Vietnam,805821500,94.7,C
Le Cong Dinh,Vietnam,806007037,94.7,C
Võ Nguyên Giáp,Vietnam,806153615,94.7,FA
Tôn Đức Thắng,Vietnam,806406535,94.7,C
Trần Đại Quang,Vietnam,806427124,94.7,C
Nguyễn Thị Kim Ngân,Vietnam,806512259,94.7,Start
Nguyễn Thiện Nhân,Vietnam,806647141,94.7,Start
Trương Tấn Sang,Vietnam,806648114,94.7,C
Ngo Dinh Diem,Vietnam,806984938,94.7,FA
Lê Thị Hồng Liên,Vietnam,807151091,94.7,Stub
Lê Lương Minh,Vietnam,807202558,94.7,Start
President of Vietnam,Vietnam,807220739,94.7,C
Phạm Gia Khiêm,Vietnam,807337502,94.7,Start
Ho Chi Minh,Vietnam,807386435,94.7,GA
Lê Đức Anh,Vietnam,807401478,94.7,C
Đoàn Khuê,Vietnam,807403181,94.7,Start
Template:France-activist-stub,France,535414539,65.1,Stub
Pierre Philibert de Blancheton,France,644041882,65.1,Start
Auguste Louis Antoine Fabre,France,659315526,65.1,Stub
Pierre Chatenet,France,668091068,65.1,Stub
Template:France-politician-FN-stub,France,668646568,65.1,Stub
Template:France-politician-MNR-stub,France,668646640,65.1,Stub
Template:France-politician-MPF-stub,France,668646674,65.1,Stub
Template:France-politician-ModernLeft-stub,France,668646702,65.1,Stub
Template:France-politician-PCF-stub,France,668646730,65.1,Stub
Template:France-politician-stub,France,669039498,65.1,Stub
List of Presidents of Alsace,France,670960027,65.1,Stub
Patrick Bourson,France,671475479,65.1,Stub
André Boulloche,France,672709444,65.1,Stub
Émile Marie Laurent,France,693011077,65.1,Stub
Ian Brossat,France,693338177,65.1,Stub
Jean Capelle (politician),France,693552292,65.1,Stub
Alexandre-François Vivien,France,700172278,65.1,C
Charles Chaumet,France,700474660,65.1,Stub
Albert Roussin,France,700475564,65.1,Stub
Léon Martin Fourichon,France,700476319,65.1,Stub
Louis Raymond de Montaignac de Chauvance,France,700476353,65.1,Stub
"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512,65.1,Stub
Philippe Massoni,France,703224305,65.1,Stub
Daniel Constantin (administrator),France,703403120,65.1,Stub
Jacques Claude Beugnot,France,703423083,65.1,Start
Émile Deschanel,France,703555897,65.1,Stub
Théophile Aube,France,704438953,65.1,Stub
Jean Marie Antoine de Lanessan,France,704451065,65.1,Start
Louis-Lucien Klotz,France,704460602,65.1,Start
Pierre Mazeaud,France,704745155,65.1,Start
Jules Develle,France,704833506,65.1,Stub
Bernard Stasi,France,705915804,65.1,Start
Lazare Escarguel,France,706198405,65.1,Stub
Michel Mouillot,France,706202497,65.1,Stub
François Delapierre,France,706335116,65.1,Stub
Nicolas de la Salle,France,706457510,65.1,Stub
Charles Brun (France),France,706663037,65.1,Stub
Laurent Eynac,France,706837511,65.1,Stub
Sampiero Corso,France,707021744,65.1,Start
Jean Médecin,France,707080150,65.1,Start
Élise Thiers,France,707102498,65.1,Stub
Gabriel Nicolas de la Reynie,France,707523104,65.1,Start
François Piétri,France,707917905,65.1,Start
Xavier de Fürst,France,708108632,65.1,Stub
Michel Allex,France,708176507,65.1,Stub
Victor Lefranc,France,708297096,65.1,Start
"Camille Charles Leclerc, Chevalier de Fresne",France,708323021,65.1,Stub
Nicolas Ravot d'Ombreval,France,708749460,65.1,Start
Gabriel Taschereau de Baudry,France,708754451,65.1,Stub
Pierre Guillaumat,France,708892686,65.1,Stub
Henri-Auguste-Georges du Vergier,France,709412319,65.1,Stub
Charles Ganilh,France,709521517,65.1,Start
Pierre Dulivier,France,709624466,65.1,Stub
Michel Thiollière,France,709838268,65.1,Stub
Charles Chambon,France,710274588,65.1,Stub
Jean-Michel Tobie,France,710420406,65.1,Stub
Camille Sée,France,710421219,65.1,Stub
Émile Zurlinden,France,710594186,65.1,Stub
Georges-Paul Wagner,France,710813119,65.1,Stub
Leroux de Touffreville,France,710871074,65.1,Stub
Léon Carcassonne,France,710942830,65.1,Stub
Michel Ximenes,France,711513274,65.1,Stub
René Souchon,France,711535854,65.1,Stub
Marc-Pierre de Voyer de Paulmy d'Argenson,France,711651760,65.1,Start
Marc Perrin de Brichambaut,France,711873595,65.1,Start
Max-Théodore Cerfberr,France,712077164,65.1,Stub
Jules Jeanneney,France,712405563,65.1,Start
Camille Blaisot,France,712408196,65.1,Stub
Hippolyte François Jaubert,France,712947884,65.1,Start
Gaston Thomson,France,713152328,65.1,Stub
Jack Ralite,France,713153758,65.1,Stub
Serge Vinçon,France,713232465,65.1,Stub
Yves-Thibault de Silguy,France,713449868,65.1,Stub
Jean Mattéoli,France,713763293,65.1,Start
Jean-Paul-Alban Villeneuve-Barcement,France,713778758,65.1,Stub
"René Waldeck-Rousseau, father",France,713829928,65.1,Stub
Gilbert Barbier,France,713968802,65.1,Stub
Christian Bergelin,France,714004051,65.1,Stub
Marie-Adolphe Carnot,France,714408836,65.1,Start
Léonel de Moustier,France,714424055,65.1,Start
Jean Royer,France,714621526,65.1,Start
Louis Ducatel,France,714624621,65.1,Stub
Pierre Marcilhacy,France,714624725,65.1,Stub
Marcel Barbu,France,714624748,65.1,Stub
Maurice Palmade,France,714723958,65.1,Stub
Abel Gardey,France,714724078,65.1,Stub
Aimé Picquet du Boisguy,France,714757773,65.1,Stub
Claude-Augustin Tercier,France,714758326,65.1,Stub
Jean-Henry-Louis Greffulhe,France,714984170,65.1,Stub
Henry of Marle (died 1418),France,714988914,65.1,Stub
Georges Thiébaud,France,715154862,65.1,Stub
Rodolphe Prager,France,715167104,65.1,Start
Albin Chalandon,France,715248131,65.1,Stub
Olivier Guichard,France,715248161,65.1,Start
René Haby,France,715248222,65.1,Stub
Philippe Adnot,France,715472892,65.1,Stub
Jean-Claude Danglot,France,715479376,65.1,Stub
Jean-François Voguet,France,715479526,65.1,Stub
Didier Borotra,France,715485353,65.1,Stub
Yvon Collin,France,715500399,65.1,Stub
Joseph François Augustin Monneron,France,715517188,65.1,Stub
Jacques Muller,France,715520459,65.1,Stub
Jean-Pierre Plancade,France,715528371,65.1,Stub
Alex Türk,France,715529095,65.1,Stub
Raymond Vall,France,715529112,65.1,Stub
François Vendasi,France,715529188,65.1,Stub
Lucien-Rene Duchesne,France,715545940,65.1,Stub
Jessica Chamba,France,715767640,65.1,Stub
Hilda Tchoboian,France,715776600,65.1,Stub
Michel Billout,France,715792775,65.1,Stub
Maurice Maunoury,France,715950412,65.1,Stub
Richard Didier,France,716011515,65.1,Stub
Jacques Teuira,France,716089410,65.1,Stub
Christian Picquet,France,716440404,65.1,Stub
Antoine Portail,France,716474968,65.1,Start
Paul Hay du Chastelet,France,716498728,65.1,Stub
Prosper Duvergier de Hauranne,France,716510359,65.1,Stub
Charles Costa de Beauregard,France,716510912,65.1,Start
Hyacinthe Gaëtan de Lannion,France,716562775,65.1,Stub
Adrien de Lezay-Marnésia,France,716590883,65.1,Stub
Madeleine de Grandmaison,France,716613766,65.1,Stub
Jean Desessard,France,716663585,65.1,Stub
Joachim Labrouche,France,716711149,65.1,Stub
Léon Noël,France,716904826,65.1,Start
André Joseph Abrial,France,716995643,65.1,Stub
Thomas Verny,France,717182246,65.1,Stub
Marie Bové,France,717485830,65.1,Stub
Philippe Hervieu,France,717485872,65.1,Stub
Claude Taleb,France,717486037,65.1,Stub
Daniel Béguin,France,717486229,65.1,Stub
Jean-François Caron,France,717486876,65.1,Stub
Christophe Porquier,France,717489515,65.1,Stub
Philippe Meirieu,France,717489578,65.1,Stub
Nicole Gauthier,France,717536136,65.1,Stub
René-Georges Laurin,France,717575657,65.1,Start
François Claude du Barail,France,717727350,65.1,Start
"Claude Louis d'Espinchal, marquis de Massiac",France,717760184,65.1,Stub
Alain Dolium,France,717889329,65.1,Stub
Henri François Xavier Gresley,France,717891895,65.1,Stub
Jean-Marie Georges Girard de Soubeyran,France,718345769,65.1,Start
Antoine François Passy,France,718489171,65.1,Stub
Achille Daroux,France,718563957,65.1,Stub
Robert Lemaignen,France,718651428,65.1,Stub
Jean-Luc Romero,France,718704457,65.1,C
Julien Léon Loizillon,France,718750172,65.1,Stub
Armand Marrast,France,718764524,65.1,Stub
François Delmas,France,718999707,65.1,Stub
Jules Louis Lewal,France,719043332,65.1,Stub
Étienne Hirsch,France,719252697,65.1,Stub
Jean-Pierre Berçot,France,719585292,65.1,Stub
Jean-Baptiste Azéma,France,719613353,65.1,Stub
Mazaé Azéma,France,719613496,65.1,Stub
Guillaume du Tillot,France,719777232,65.1,B
Guy La Chambre,France,719873142,65.1,Start
Charles Luca,France,719902055,65.1,Stub
Thomas Bouquerot de Voligny,France,719957015,65.1,Stub
Roger Lise,France,720047531,65.1,Stub
Pierre Petit (politician),France,720126908,65.1,Stub
Hégésippe Ibéné,France,720127177,65.1,Stub
Michel Auguste Dupoty,France,720185430,65.1,Stub
Pascal Pierre Duprat,France,720185454,65.1,Stub
Joseph Guinard,France,720198371,65.1,Stub
Georges Coulon,France,720210811,65.1,Start
Roland Giberti,France,720340780,65.1,Stub
Charles de Bonchamps,France,720452423,65.1,Start
Henri Philippe de Chauvelin,France,720518774,65.1,Stub
Raphaël Bouton,France,720525439,65.1,Start
Georges Fillioud,France,720526588,65.1,Stub
Roger Quilliot,France,720527260,65.1,Start
Marcel Rigout,France,720529122,65.1,Stub
Bernard Vera,France,720573845,65.1,Stub
Roger Houdet,France,721042785,65.1,Stub
Joseph Comiti,France,721073984,65.1,Stub
Thomas Mahieu,France,721354263,65.1,Start
Raymond-Max Aubert,France,721503034,65.1,Stub
Hubert Rouger,France,721614283,65.1,Stub
François-Alexandre Tardiveau,France,721850411,65.1,Stub
Ernest Boulanger (politician),France,721859244,65.1,Stub
Mathieu Damours,France,721944163,65.1,Stub
Louis-Claude Danré de Blanzy,France,721944181,65.1,Stub
Jean Germain (politician),France,722043558,65.1,Stub
Francis de Pressensé,France,722319362,65.1,Start
Arthur Richards (French politician),France,722404670,65.1,Stub
François-Isidore de Ricard,France,722648243,65.1,Stub
François Auguste de Thou,France,722725032,65.1,Stub
"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",France,722959223,65.1,Start
Maurice Gabolde,France,722984083,65.1,Stub
Maxence Bibié,France,723076361,65.1,Stub
Gabriel Abbo,France,723078582,65.1,Stub
Henri Fiori,France,723078610,65.1,Stub
Émile Broussais,France,723085701,65.1,Stub
Stanislas Devaud,France,723087060,65.1,Stub
Paul Saurin,France,723087355,65.1,Stub
Eugène Lefebvre (politician),France,723087458,65.1,Stub
André Mallarmé,France,723088352,65.1,Stub
Michel Parès,France,723088385,65.1,Stub
Pierre Baragnon,France,723114590,65.1,Stub
Louis Laget,France,723114911,65.1,Stub
Théophile Nicolas Noblot,France,723119512,65.1,Stub
Louis Bazire,France,723120573,65.1,Stub
Émile Beaussire,France,723120677,65.1,Stub
Eugène Genet,France,723127574,65.1,Stub
Alphonse Gourd,France,723128122,65.1,Stub
Paul Cazeneuve,France,723128201,65.1,Stub
René-Gaston Baco de la Chapelle,France,723159727,65.1,Stub
Jacques Bialski,France,723242935,65.1,Stub
Émile-Jules Dubois,France,723321237,65.1,Start
Jean-Pierre Dannaud,France,723421182,65.1,Start
Charles de Larcy,France,723691493,65.1,Stub
Nicolas Alfonsi,France,723761704,65.1,Stub
Jules-François-Paul Fauris de Saint-Vincens,France,723921299,65.1,Start
Louis Olivier Bourbeau,France,723951795,65.1,Start
Adolphe Billault,France,723957084,65.1,Start
Charlemagne de Maupas,France,723959075,65.1,C
Ernest de Royer,France,723964341,65.1,Start
Ernest Pinard,France,723969747,65.1,C
Théobald de Lacrosse,France,723974320,65.1,Start
Antoine Blondel,France,723980546,65.1,Stub
Hervé Mangon,France,724005677,65.1,Stub
Claude Verpilleux,France,724083051,65.1,C
Coralie Grévy,France,724175377,65.1,Stub
Michel Dagbert,France,724200161,65.1,Stub
Pierre Cary,France,724230407,65.1,Stub
Nicolas Henri Carteret,France,724231597,65.1,Start
Alphonse Arzel,France,724761099,65.1,Stub
Edmond Canaple,France,724854353,65.1,Stub
Pierre Roux-Freissineng,France,724900868,65.1,Stub
Maurice Dormann,France,724933315,65.1,Start
Guy Ravier,France,725614956,65.1,Stub
Gustave Ravier,France,725615096,65.1,Stub
Yann Piat,France,725643554,65.1,Start
Maurice d'Hartoy,France,726179583,65.1,Stub
Édouard Dunglas,France,726618715,65.1,C
Max Hymans,France,726649027,65.1,Stub
Charles Gaspard Élisabeth Joseph de Bailly,France,726692285,65.1,Start
Louis Marie de Milet de Mureau,France,726746779,65.1,Stub
Nicolas Prosper Bauyn d'Angervilliers,France,726807501,65.1,Stub
Charles Cassal,France,727476584,65.1,Stub
Jean-Baptiste Duvergier,France,727613381,65.1,C
Ulysse Trélat (politician),France,727830209,65.1,Start
Guillaume-Isidore Baron de Montbel,France,728155579,65.1,C
Auguste-Nicolas Vaillant,France,728477569,65.1,B
Antoine Richard du Cantal,France,728508319,65.1,C
Louis Joxe,France,728526228,65.1,Start
"Joseph Balthazard, Comte Siméon",France,728860324,65.1,Stub
Maurice Grimaud,France,729225235,65.1,Start
Édouard Ferrand,France,729814055,65.1,Stub
Jean Adrien Bigonnet,France,729998060,65.1,Stub
Nicolas Dondeau,France,730220294,65.1,C
Jean Valz,France,730304189,65.1,Stub
Louis Grégoire Deschamps Destournelles,France,731031647,65.1,C
Marie Jean François Philibert Lecarlier d'Ardon,France,731032174,65.1,Start
Jean-Marie Girault,France,731115379,65.1,Stub
François Duval (politician),France,731529778,65.1,Stub
"Louis Phélypeaux, marquis de La Vrillière",France,731623211,65.1,Stub
Antoine Bertier,France,731756832,65.1,Start
Pierre Fauchon,France,731931234,65.1,Stub
Lionel Beffre,France,732238787,65.1,Stub
Martin Nadaud,France,733372555,65.1,Stub
Céleste Bulkeley,France,733769479,65.1,Stub
Philippe Loiseau,France,733897420,65.1,Stub
Napoléon Joseph Ney,France,734221994,65.1,Stub
Claude Alphonse Delangle,France,734367676,65.1,Stub
Gustave Hervé,France,734692582,65.1,Start
Louis de Frotté,France,734899773,65.1,Start
Jean Poldo d'Albenas,France,735045160,65.1,Stub
Pierre-Anselm Garrau,France,736023539,65.1,Stub
Édouard André (art collector),France,736853214,65.1,Start
Marc Caussidière,France,737195725,65.1,Start
Édouard Aynard,France,737238104,65.1,Stub
Paul de Rémusat,France,737500146,65.1,Stub
Philippe Darniche,France,737540446,65.1,Stub
Marcel Deneux,France,737541003,65.1,Stub
Guy Fischer,France,737541709,65.1,Stub
Christian Gaudin (politician),France,737542179,65.1,Stub
Jacques Mahéas,France,737544934,65.1,Stub
Robert Tropéano,France,737550086,65.1,Stub
"Marc de Beauvau, Prince of Craon",France,737789017,65.1,Start
Gérard Le Cam,France,737896911,65.1,Stub
Ivan Renar,France,737962950,65.1,Stub
Léon Lalanne,France,738018001,65.1,C
Alexandre Glais-Bizoin,France,738189363,65.1,Start
Édouard Barbey,France,738581175,65.1,Stub
William Bertrand,France,738863288,65.1,Stub
François-Gabriel D'Angeac,France,738986838,65.1,C
Valérie Dupont,France,739115995,65.1,Stub
Henry Dorgères,France,739142369,65.1,Stub
Jacqueline Guerroudj,France,739680808,65.1,Stub
Jacques-Alexis Thuriot de la Rosière,France,739889544,65.1,Start
François-Pierre Blin,France,740001715,65.1,Stub
Étienne-Laurent-Pierre Burnel,France,740023127,65.1,Start
Fernand David,France,740426994,65.1,Stub
André Berthelot,France,740875363,65.1,Stub
Nicolas du Bosc,France,740928772,65.1,Start
Adolphe Deitte,France,741344926,65.1,Stub
Étienne de La Grange,France,741663193,65.1,Stub
René Hérault,France,742028684,65.1,B
Hervé de Lyrot,France,742160134,65.1,Start
Pierre-Jean-Baptiste Chaussard,France,742760793,65.1,Start
Agosti Xaho,France,742766308,65.1,Stub
Yves Guéna,France,743373256,65.1,Stub
Jean Laurain,France,743803661,65.1,Stub
Pierre Louis Alfred Duprat,France,744164351,65.1,Stub
Paul Cotte,France,744187029,65.1,Stub
André Henry,France,744265969,65.1,Stub
Amable de Courtais,France,744347500,65.1,Start
Raoul Dautry,France,744510732,65.1,Start
Jean-Baptiste Mailhe,France,744855562,65.1,Start
Jean Antoine Ernest Constans,France,745259166,65.1,Start
Émile Driant,France,745305152,65.1,C
Guillaume André d'Hébert,France,745613094,65.1,Stub
Guillaume IV de Melun,France,745613107,65.1,Stub
Joseph Pascal François,France,745636114,65.1,Stub
Gérard Bougrier,France,745726050,65.1,Start
Lucien Neuwirth,France,745745124,65.1,Stub
Philema Lemaire,France,745775905,65.1,Stub
Jacques Camille Paris,France,746047547,65.1,Stub
Léon Labbé,France,746094293,65.1,Start
Georges Frêche,France,746272784,65.1,C
Ferdinand-Camille Dreyfus,France,746381671,65.1,Start
François-Xavier Audouin,France,746381811,65.1,Stub
Louis de Carné,France,746399221,65.1,Start
"Pierre Antoine Noël Bruno, comte Daru",France,746399931,65.1,Start
Jean-Jacques Baude,France,746568646,65.1,C
Pierre Vallon,France,746593393,65.1,Stub
Jean-Louis Schneiter,France,746619680,65.1,Stub
Raymond Guyot,France,746714199,65.1,Stub
Gaston Monmousseau,France,746890017,65.1,GA
Jean-Baptiste Pastré,France,747255447,65.1,C
Hippolyte Laroche,France,747518181,65.1,Start
Hélène Casimir-Perier,France,747535793,65.1,Stub
Jean-Claude Gayssot,France,747538626,65.1,Stub
Michel Jeanjean,France,748109251,65.1,Stub
Jean Auroux,France,748171232,65.1,Stub
Head of the Minister of Defence's military cabinet,France,748314973,65.1,Stub
Jacques Anne Joseph Le Prestre de Vauban,France,748465900,65.1,Start
Achille Libéral Treilhard,France,748547759,65.1,Start
François-Xavier de Peretti,France,748927474,65.1,Stub
Xavier Darcos,France,749085029,65.1,Start
François Martin (Pondicherry),France,749087123,65.1,Stub
Philippe Vasseur,France,749243463,65.1,Stub
Gaspard de Chabrol,France,749382301,65.1,Start
Éric Faurot,France,749389032,65.1,Stub
Frédéric Cabrolier,France,749400142,65.1,Stub
Bruno Subtil,France,749546552,65.1,Stub
Jacques Colombier,France,749556029,65.1,Stub
Thierry Gourlot,France,749699147,65.1,Stub
Jean-Marc de Lacoste-Lareymondie,France,749705073,65.1,Stub
Maurice Vaussard,France,749960466,65.1,Start
Éric Bocquet,France,750112385,65.1,Start
Charles de Viel-Castel,France,750541084,65.1,Start
Henri-Auguste Lozé,France,750747955,65.1,Start
Claude Gewerc,France,751491626,65.1,Stub
Joseph Noulens,France,751823443,65.1,Start
Albert Ollivier,France,751847003,65.1,Stub
Georges Cochery,France,752241890,65.1,Stub
Louis Alix de Nompère de Champagny,France,752446514,65.1,Stub
Edmond de Pressensé,France,753271950,65.1,Start
Jean-Jacques Aillagon,France,753352855,65.1,Start
Jeanne Millerand,France,753389878,65.1,Stub
Jean Le Mercier,France,753571816,65.1,Start
Ernest Denis,France,753632701,65.1,Stub
Maurice Pic (politician),France,753642198,65.1,Stub
"André Julien, Comte Dupuy",France,753702956,65.1,Stub
Bruno Julliard,France,753903662,65.1,Start
Pierre Marec,France,754476033,65.1,Start
Ignace Caseneuve,France,754503255,65.1,B
Armand Bouat,France,754772954,65.1,Stub
Michèle Sabban,France,755334095,65.1,Start
Louis-Étienne Héricart de Thury,France,755919920,65.1,Start
Charles Ernest Beulé,France,756452039,65.1,Start
Eugène Étienne,France,756482451,65.1,Start
Camille Cabral,France,756626755,65.1,Stub
Joseph Capus,France,756665050,65.1,C
Jérôme Guedj,France,756681839,65.1,Stub
"Charles Joseph, comte Bresson",France,756852334,65.1,Start
Camille Ferdinand Dreyfus,France,756889637,65.1,C
Thierry Santa,France,757262451,65.1,Stub
Charles Fiterman,France,757315434,65.1,Stub
Marthe Richard,France,757587274,65.1,Start
Lionel de Moustier,France,758269405,65.1,C
Victor Perret,France,758517528,65.1,C
André Koechlin,France,759320582,65.1,Start
Gilles de Robien,France,759430850,65.1,Start
Victor Griffuelhes,France,759521346,65.1,Start
Ernest Courtot de Cissey,France,760266412,65.1,Start
Charles Duclerc,France,760268202,65.1,Start
Ferdinand Sarrien,France,760270695,65.1,Stub
Ernest Monis,France,760271095,65.1,Start
Georges Leygues,France,760272292,65.1,Start
"Louis Phélypeaux, comte de Saint-Florentin",France,760347913,65.1,Stub
Louis-Étienne Ricard,France,760512672,65.1,Stub
Eric Loiselet,France,760622550,65.1,Stub
Ilham Moussaïd,France,761052363,65.1,Stub
Robert Paul Marie de Guise,France,761513578,65.1,Stub
Louis Thiroux de Crosne,France,761772004,65.1,Start
Pierre-Suzanne-Augustin Cochin,France,761928876,65.1,Stub
Georges Pézières,France,762093054,65.1,Stub
Jacques Moreau,France,762227429,65.1,Stub
Étienne Clémentel,France,762676170,65.1,Start
Pierre Colliard,France,762676373,65.1,Stub
Lucien Lamoureux (France),France,762680748,65.1,Stub
Jérôme Galloni d'Istria,France,763076764,65.1,Stub
Paul Jacquier,France,763167003,65.1,Stub
Auguste Legros,France,763238484,65.1,Stub
"Louis Phélypeaux, seigneur de La Vrillière",France,763493900,65.1,Stub
Albert Métin,France,763630980,65.1,B
Antoine de Sartine,France,763888727,65.1,B
Benjamin Jaurès,France,763912961,65.1,Stub
